"Use naming convention - ""asset name, date of last update (DD/MM/YY), author"". For ex, ""Brochure- Safety at Facebook, 06/11/19, Dessy""",Asset Name,Date,Author,"For multiple countries, list all and separate by comma. (For ex, Indonesia, Philippines, Singapore.) For regional assets, list ""APAC""",One Pager,Report,Case study,Presentation,Presentation templat,Logo/Brand Guidelines,Brochure,Video,Case Study-Video,Case Study - Written,Case Study - Micro business,Case Study - Small business,Case Study - Women entrepreneur,Narrative/ key messaging,Other (type your response),"For multiple languages and sub-titles, list and all and separate by comma. (For ex, Bahasa Indonesia, English, Mandarin)",SheMeans Business,Boost,We Think Digital,Research,Other (type your response),Economic impact,Social impact,Digital citizenship/ Digital skills,Other (type your response),Internal,External,"Permission given?
",,,,
Viviane Khanh,Viviane Khanh,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/gioi-thieu-viviane-khanh/,x,https://shemeansbusiness.fb.com/stories/gioi-thieu-viviane-khanh/
Christy Le,Christy Le,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/gioi-thieu-christy-le/,x,https://shemeansbusiness.fb.com/stories/gioi-thieu-christy-le/
Nguy_n Th_ H__ng Liên,Nguy_n Th_ H__ng Liên,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/gioi-thieu-nguyen-thi-huong-lien/,x,https://shemeansbusiness.fb.com/stories/gioi-thieu-nguyen-thi-huong-lien/
V_n V_,V_n V_,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,Vietnamese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/gioi-thieu-van-vu/,x,https://shemeansbusiness.fb.com/stories/gioi-thieu-van-vu/
Nadia Patel Gangjee,Nadia Patel Gangjee,,Ruici,Pakistan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/nadia-patel-gangjee/,x,https://shemeansbusiness.fb.com/stories/nadia-patel-gangjee/
Ayesha Hammaad,Ayesha Hammaad,,Ruici,Pakistan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/ayesha-z-hammaad/,x,https://shemeansbusiness.fb.com/stories/ayesha-z-hammaad/
Shameela Ismail – Gharpar,Shameela Ismail-Gharpar,,Ruici,Pakistan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,English,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/shameela-ismail-gharpar/,x,https://shemeansbusiness.fb.com/stories/shameela-ismail-gharpar/
Lena Japon,Lena Japon,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%9f%b9%e7%80%ac-%e4%bb%a4%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e8%9f%b9%e7%80%ac-%e4%bb%a4%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Unagi Travel,Unagi Travel,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e6%9d%b1%e5%9c%92%e7%b5%b5%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e6%9d%b1%e5%9c%92%e7%b5%b5%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
__ ____,__ ____,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e4%bb%81%e7%a6%ae-%e5%bd%a9%e9%a6%99%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e4%bb%81%e7%a6%ae-%e5%bd%a9%e9%a6%99%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Mo-House,Mo-House,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%85%89%e7%95%91-%e7%94%b1%e4%bd%b3-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e5%85%89%e7%95%91-%e7%94%b1%e4%bd%b3-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Wantedly,Wantedly,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e4%bb%b2-%e6%9a%81%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e4%bb%b2-%e6%9a%81%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Foru Cafe,Foru Cafe,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%b9%b3%e4%ba%95-%e5%b9%b8%e5%a5%88-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e5%b9%b3%e4%ba%95-%e5%b9%b8%e5%a5%88-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Camellia Kyoto,Camellia Kyoto,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e6%a3%ae-%e6%b8%a9%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e6%a3%ae-%e6%b8%a9%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Andu Amet,Andu Amet,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e9%ae%ab%e5%b3%b6-%e5%bc%98%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e9%ae%ab%e5%b3%b6-%e5%bc%98%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Food and Company,Food and Company,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%b0%b7%e7%94%b0%e9%83%a8-%e6%91%a9%e8%80%b6-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e8%b0%b7%e7%94%b0%e9%83%a8-%e6%91%a9%e8%80%b6-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Amantes Amentes,Amantes Amentes,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e8%83%bd%e6%a2%9d-%e5%bd%a9-%e6%9d%b1%e6%a2%9d-%e4%b9%85%e7%be%8e%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e8%83%bd%e6%a2%9d-%e5%bd%a9-%e6%9d%b1%e6%a2%9d-%e4%b9%85%e7%be%8e%e5%ad%90-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Tokyo Storm,Tokyo Storm,,Saaya,Japan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Japanese,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%e5%a4%a7%e6%b2%a2-%e9%a6%99%e7%b9%94-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/,x,https://shemeansbusiness.fb.com/stories/%e5%a4%a7%e6%b2%a2-%e9%a6%99%e7%b9%94-%e3%81%95%e3%82%93%e3%82%92%e7%b4%b9%e4%bb%8b%e3%81%97%e3%81%be%e3%81%99/
Heavenly Jelly,Heavenly Jelly,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ec%86%90%ea%b2%bd%ec%99%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ec%86%90%ea%b2%bd%ec%99%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Moonstar Table,Moonstar Table,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%eb%ac%b8%ed%9d%ac%ec%a0%95-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%eb%ac%b8%ed%9d%ac%ec%a0%95-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
LaCuisine,LaCuisine,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ec%9d%b4%ec%86%8c%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ec%9d%b4%ec%86%8c%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Eun Junam,Eun Junam,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%eb%82%a8%ec%9d%80%ec%a3%bc-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%eb%82%a8%ec%9d%80%ec%a3%bc-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Beauty Meets,Beauty Meets,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ec%9c%a4%eb%af%b8%ec%a7%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ec%9c%a4%eb%af%b8%ec%a7%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
The Zam Behind,The Zam Behind,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ed%99%8d%ec%9c%a0%eb%a6%ac-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ed%99%8d%ec%9c%a0%eb%a6%ac-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Hotel Now,Hotel Now,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ea%b9%80%ea%b0%80%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ea%b9%80%ea%b0%80%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Chatting Cat,Chatting Cat,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ea%b9%80%ec%9a%a9%ea%b2%bd-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ea%b9%80%ec%9a%a9%ea%b2%bd-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Cut and Curl,Cut and Curl,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%ec%9d%b4%ec%9d%80%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%ec%9d%b4%ec%9d%80%ec%98%81-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Tentacle Jewellery,Tentacle Jewellery,,Moon-il,Korea,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Korean,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,,https://shemeansbusiness.fb.com/stories/%eb%b0%95%ed%9d%ac%ec%a7%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/,x,https://shemeansbusiness.fb.com/stories/%eb%b0%95%ed%9d%ac%ec%a7%84-%eb%8c%80%ed%91%9c%eb%a5%bc%ec%86%8c%ea%b0%9c%ed%95%a9%eb%8b%88%eb%8b%a4/
Oleh Elona,Oleh Elona,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Auntie TIM managed by FIDZ SMART HOLDINGS SDN BHD,Auntie TIM managed by FIDZ SMART HOLDINGS SDN BHD,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Mat Bunga Exclusive,Mat Bunga Exclusive,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English & Malay,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Look Chantek,Look Chantek,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Manik Heritage,Manik Heritage,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Dermalene Medisuite & Consultancy,Dermalene Medisuite & Consultancy,,,Malaysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/drive/folders/1yG8dtJemlNwGmwCn187zYlZvjw2aJuRN,,,
Melissa Westcott,Melissa Westcott,,Alisha,Australia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,English,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/hlrbruc4h5y83s5/Big%20on%20Shoes%20with%20Subtitles.mp4?dl=0,,,
Cam Vinh Ky Yen (Ky Yen Vinh orange),Cam Vinh Ky Yen (Ky Yen Vinh orange),,,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,,,,
OFW Day,OFW Day,,Chris,Philippies,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://drive.google.com/file/d/1pvvHKwhwQEiB3ALtRR9zYPB0BpL-AHUw/view?ts=5d957e17,,,
Mimi Organic JSC,Mimi Organic JSC,,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/lnybv15gntfjt2e/Gia%20%C4%91%C3%ACnh%20Mimi%20-%20Final.mp4?dl=0,,,
LC Home Pottery,LC Home Pottery,15-01-2020,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/q71gxt0qfxoia0e/LC%20Home-Sub-Final.mp4?dl=0,,x,https://drive.google.com/file/d/1j6mQYjTzv_c1NPAwzhbM5frVJiHmZDzG/view?usp=sharing
Gia Trinh Bakery,Gia Trinh Bakery,02-12-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/74fn84grgm8q5ra/Final_GiaTrinh.mp4?dl=0,,x,https://drive.google.com/file/d/1lo0GVdqwoWfOl5etcD1OluQh9KZwWo1j/view?usp=sharing
Muong Hoa Co-operative,Muong Hoa Co-operative,26-11-2019,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/mefeyah3472bwsj/Final_MuongHoa%20Cooperatives.mp4?dl=0,,x,https://drive.google.com/file/d/1ZCcyvF7pGAi5PGyVVGq0ZjbDBI3zzWPl/view?usp=sharing
Hana Group,Hana Group,13-05-2020,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/2858s2kse47tsqe/Hana%20Group%20%20-%20Final-%20sub.mp4?dl=0,,x,https://drive.google.com/file/d/1GxXVG4kqvi7JroBA4k8CCSbMyzg_nSwz/view?usp=sharing
Fresh Deli,Fresh Deli,03-01-2020,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/m744uih63cfu8im/Fresh%20deli%20-%20Final%206%20Jan%202020.mp4?dl=0,,x,https://drive.google.com/file/d/1tZ1_gHJA06rwh6ZVnu-GZjIbHRHkxWKD/view?usp=sharing
Tubudd,Tubudd,03-01-2020,Ruici,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Vietnamese,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,https://www.dropbox.com/s/0qpf2832eir2654/Tubudd%20-%20Final%20-%20Jan%206%202020.mp4?dl=0,,x,https://drive.google.com/file/d/1cxAKWslu6wKJbwVRqFDzHa125Me0cAqM/view?usp=sharing
